id,label
4673,airplane
4674,cat
4675,deer
4676,horse
4677,deer
4678,truck
4679,deer
4680,truck
4681,truck
4682,dog
4683,deer
4684,automobile
4685,deer
4686,ship
4687,cat
4688,horse
4689,automobile
4690,bird
4691,bird
4692,ship
4693,deer
4694,horse
4695,ship
4696,dog
4697,dog
4698,frog
4699,dog
4700,frog
4701,airplane
4702,frog
4703,deer
4704,truck
4705,cat
4706,bird
4707,horse
4708,cat
4709,truck
4710,cat
4711,truck
4712,deer
4713,automobile
4714,frog
4715,truck
4716,truck
4717,deer
4718,dog
4719,truck
4720,ship
4721,automobile
4722,frog
4723,truck
4724,dog
4725,automobile
4726,airplane
4727,truck
4728,horse
4729,dog
4730,bird
4731,deer
4732,frog
4733,frog
4734,deer
4735,truck
4736,automobile
4737,truck
4738,dog
4739,frog
4740,cat
4741,automobile
4742,ship
4743,frog
4744,airplane
4745,horse
4746,frog
4747,horse
4748,truck
4749,cat
4750,truck
4751,frog
4752,automobile
4753,airplane
4754,ship
4755,automobile
4756,frog
4757,deer
4758,truck
4759,airplane
4760,automobile
4761,truck
4762,automobile
4763,airplane
4764,dog
4765,cat
4766,automobile
4767,frog
4768,truck
4769,ship
4770,truck
4771,airplane
4772,frog
4773,automobile
4774,frog
4775,bird
4776,cat
4777,dog
4778,frog
4779,truck
4780,airplane
4781,horse
4782,bird
4783,deer
4784,ship
4785,cat
4786,frog
4787,ship
4788,frog
4789,truck
4790,automobile
4791,truck
4792,airplane
4793,frog
4794,frog
4795,airplane
4796,truck
4797,dog
4798,deer
4799,automobile
4800,truck
4801,bird
4802,airplane
4803,horse
4804,cat
4805,dog
4806,automobile
4807,ship
4808,cat
4809,airplane
4810,dog
4811,bird
4812,airplane
4813,ship
4814,airplane
4815,truck
4816,frog
4817,airplane
4818,truck
4819,dog
4820,cat
4821,deer
4822,automobile
4823,dog
4824,airplane
4825,horse
4826,cat
4827,truck
4828,deer
4829,dog
4830,cat
4831,automobile
4832,deer
4833,bird
4834,deer
4835,truck
4836,truck
4837,horse
4838,automobile
4839,horse
4840,airplane
4841,automobile
4842,bird
4843,automobile
4844,dog
4845,cat
4846,ship
4847,deer
4848,automobile
4849,frog
4850,automobile
4851,truck
4852,truck
4853,horse
4854,airplane
4855,automobile
4856,horse
4857,frog
4858,bird
4859,frog
4860,dog
4861,automobile
4862,bird
4863,automobile
4864,airplane
4865,truck
4866,truck
4867,truck
4868,ship
4869,ship
4870,truck
4871,horse
4872,truck
4873,bird
4874,truck
4875,automobile
4876,cat
4877,frog
4878,frog
4879,frog
4880,horse
4881,ship
4882,frog
4883,bird
4884,deer
4885,bird
4886,cat
4887,dog
4888,dog
4889,deer
4890,automobile
4891,frog
4892,deer
4893,automobile
4894,frog
4895,automobile
4896,horse
4897,automobile
4898,frog
4899,bird
4900,cat
4901,airplane
4902,deer
4903,frog
4904,truck
4905,horse
4906,cat
4907,dog
4908,frog
4909,airplane
4910,truck
4911,ship
4912,automobile
4913,automobile
4914,cat
4915,dog
4916,frog
4917,dog
4918,cat
4919,ship
4920,horse
4921,frog
4922,ship
4923,horse
4924,frog
4925,dog
4926,horse
4927,automobile
4928,truck
4929,truck
4930,automobile
4931,automobile
4932,truck
4933,cat
4934,dog
4935,dog
4936,cat
4937,airplane
4938,truck
4939,airplane
4940,frog
4941,frog
4942,bird
4943,frog
4944,ship
4945,truck
4946,frog
4947,frog
4948,automobile
4949,automobile
4950,bird
4951,frog
4952,truck
4953,airplane
4954,automobile
4955,bird
4956,dog
4957,deer
4958,deer
4959,horse
4960,deer
4961,ship
4962,cat
4963,cat
4964,deer
4965,frog
4966,dog
4967,truck
4968,airplane
4969,automobile
4970,bird
4971,truck
4972,ship
4973,automobile
4974,horse
4975,cat
4976,dog
4977,truck
4978,automobile
4979,truck
4980,automobile
4981,automobile
4982,cat
4983,frog
4984,horse
4985,horse
4986,truck
4987,cat
4988,dog
4989,frog
4990,horse
4991,airplane
4992,automobile
4993,horse
4994,horse
4995,horse
4996,cat
4997,cat
4998,dog
4999,automobile
5000,horse
5001,frog
5002,ship
5003,deer
5004,deer
5005,dog
5006,bird
5007,cat
5008,deer
5009,bird
5010,horse
5011,frog
5012,frog
5013,cat
5014,horse
5015,bird
5016,frog
5017,horse
5018,deer
5019,automobile
5020,ship
5021,airplane
5022,bird
5023,bird
5024,automobile
5025,dog
5026,deer
5027,airplane
5028,truck
5029,cat
5030,airplane
5031,deer
5032,bird
5033,cat
5034,ship
5035,dog
5036,airplane
5037,airplane
5038,deer
5039,frog
5040,cat
5041,truck
5042,bird
5043,airplane
5044,dog
5045,horse
5046,dog
5047,dog
5048,automobile
5049,horse
5050,cat
5051,automobile
5052,frog
5053,horse
5054,truck
5055,airplane
5056,automobile
5057,frog
5058,automobile
5059,deer
5060,frog
5061,automobile
5062,dog
5063,truck
5064,dog
5065,ship
5066,deer
5067,automobile
5068,deer
5069,truck
5070,horse
5071,automobile
5072,frog
5073,ship
5074,ship
5075,frog
5076,dog
5077,bird
5078,ship
5079,automobile
5080,horse
5081,dog
5082,frog
5083,truck
5084,dog
5085,bird
5086,cat
5087,truck
5088,ship
5089,frog
5090,automobile
5091,airplane
5092,truck
5093,ship
5094,truck
5095,ship
5096,horse
5097,horse
5098,bird
5099,bird
5100,cat
5101,dog
5102,dog
5103,horse
5104,ship
5105,horse
5106,frog
5107,truck
5108,automobile
5109,truck
5110,ship
5111,frog
5112,dog
5113,frog
5114,horse
5115,dog
5116,frog
5117,horse
5118,bird
5119,horse
5120,truck
5121,frog
5122,frog
5123,horse
5124,airplane
5125,automobile
5126,airplane
5127,automobile
5128,cat
5129,frog
5130,dog
5131,frog
5132,automobile
5133,bird
5134,frog
5135,automobile
5136,truck
5137,truck
5138,ship
5139,frog
5140,ship
5141,frog
5142,ship
5143,truck
5144,airplane
5145,deer
5146,airplane
5147,cat
5148,cat
5149,frog
5150,deer
5151,cat
5152,truck
5153,horse
5154,bird
5155,dog
5156,dog
5157,frog
5158,deer
5159,frog
5160,airplane
5161,cat
5162,airplane
5163,dog
5164,airplane
5165,bird
5166,truck
5167,bird
5168,horse
5169,bird
5170,truck
5171,bird
5172,truck
5173,airplane
5174,frog
5175,frog
5176,truck
5177,cat
5178,dog
5179,cat
5180,truck
5181,automobile
5182,automobile
5183,frog
5184,deer
5185,cat
5186,dog
5187,deer
5188,ship
5189,airplane
5190,airplane
5191,cat
5192,truck
5193,bird
5194,horse
5195,deer
5196,bird
5197,ship
5198,ship
5199,frog
5200,cat
5201,automobile
5202,truck
5203,frog
5204,cat
5205,ship
5206,cat
5207,automobile
5208,deer
5209,horse
5210,dog
5211,deer
5212,dog
5213,truck
5214,automobile
5215,bird
5216,frog
5217,automobile
5218,dog
5219,bird
5220,airplane
5221,horse
5222,dog
5223,airplane
5224,cat
5225,airplane
5226,automobile
5227,frog
5228,cat
5229,dog
5230,ship
5231,deer
5232,cat
5233,automobile
5234,horse
5235,automobile
5236,airplane
5237,automobile
5238,airplane
5239,deer
5240,automobile
5241,frog
5242,airplane
5243,automobile
5244,bird
5245,automobile
5246,horse
5247,horse
5248,truck
5249,ship
5250,horse
5251,dog
5252,deer
5253,airplane
5254,truck
5255,airplane
5256,airplane
5257,ship
5258,bird
5259,airplane
5260,airplane
5261,bird
5262,deer
5263,ship
5264,frog
5265,bird
5266,deer
5267,frog
5268,cat
5269,dog
5270,automobile
5271,dog
5272,dog
5273,horse
5274,frog
5275,bird
5276,truck
5277,ship
5278,airplane
5279,truck
5280,airplane
5281,frog
5282,deer
5283,deer
5284,frog
5285,automobile
5286,frog
5287,horse
5288,deer
5289,deer
5290,dog
5291,truck
5292,horse
5293,airplane
5294,ship
5295,airplane
5296,deer
5297,frog
5298,dog
5299,horse
5300,truck
5301,horse
5302,airplane
5303,dog
5304,horse
5305,horse
5306,cat
5307,automobile
5308,truck
5309,cat
5310,bird
5311,truck
5312,dog
5313,cat
5314,horse
5315,truck
5316,deer
5317,deer
5318,automobile
5319,horse
5320,horse
5321,automobile
5322,deer
5323,automobile
5324,ship
5325,ship
5326,horse
5327,airplane
5328,airplane
5329,deer
5330,horse
5331,bird
5332,truck
5333,horse
5334,frog
5335,truck
5336,cat
5337,dog
5338,ship
5339,airplane
5340,deer
5341,frog
5342,ship
5343,cat
5344,bird
5345,deer
5346,horse
5347,automobile
5348,automobile
5349,cat
5350,truck
5351,horse
5352,ship
5353,automobile
5354,airplane
5355,ship
5356,horse
5357,airplane
5358,automobile
5359,frog
5360,truck
5361,cat
5362,bird
5363,horse
5364,horse
5365,ship
5366,automobile
5367,airplane
5368,cat
5369,bird
5370,frog
5371,horse
5372,ship
5373,bird
5374,airplane
5375,automobile
5376,dog
5377,dog
5378,automobile
5379,deer
5380,automobile
5381,cat
5382,airplane
5383,ship
5384,frog
5385,airplane
5386,automobile
5387,frog
5388,frog
5389,deer
5390,automobile
5391,truck
5392,truck
5393,deer
5394,automobile
5395,airplane
5396,automobile
5397,truck
5398,ship
5399,frog
5400,truck
5401,airplane
5402,deer
5403,horse
5404,frog
5405,airplane
5406,horse
5407,horse
5408,truck
5409,automobile
5410,dog
5411,bird
5412,frog
5413,dog
5414,deer
5415,deer
5416,automobile
5417,cat
5418,ship
5419,bird
5420,frog
5421,frog
5422,automobile
5423,frog
5424,cat
5425,frog
5426,dog
5427,ship
5428,deer
5429,frog
5430,horse
5431,automobile
5432,truck
5433,dog
5434,frog
5435,truck
5436,frog
5437,airplane
5438,horse
5439,automobile
5440,truck
5441,dog
5442,bird
5443,frog
5444,horse
5445,horse
5446,frog
5447,dog
5448,truck
5449,automobile
5450,cat
5451,frog
5452,airplane
5453,bird
5454,airplane
5455,automobile
5456,automobile
5457,ship
5458,frog
5459,dog
5460,airplane
5461,airplane
5462,airplane
5463,dog
5464,horse
5465,horse
5466,ship
5467,dog
5468,dog
5469,dog
5470,automobile
5471,frog
5472,automobile
5473,dog
5474,automobile
5475,airplane
5476,frog
5477,bird
5478,cat
5479,bird
5480,automobile
5481,horse
5482,dog
5483,automobile
5484,truck
5485,ship
5486,cat
5487,frog
5488,truck
5489,horse
5490,dog
5491,airplane
5492,bird
5493,frog
5494,truck
5495,deer
5496,frog
5497,cat
5498,truck
5499,frog
5500,ship
5501,frog
5502,frog
5503,ship
5504,dog
5505,deer
5506,deer
5507,frog
5508,horse
5509,horse
5510,deer
5511,frog
5512,truck
5513,frog
5514,bird
5515,deer
5516,airplane
5517,automobile
5518,cat
5519,frog
5520,deer
5521,truck
5522,bird
5523,frog
5524,airplane
5525,horse
5526,ship
5527,horse
5528,dog
5529,cat
5530,bird
5531,ship
5532,cat
5533,bird
5534,frog
5535,cat
5536,frog
5537,automobile
5538,truck
5539,deer
5540,dog
5541,horse
5542,truck
5543,airplane
5544,automobile
5545,frog
5546,horse
5547,bird
5548,airplane
5549,dog
5550,dog
5551,horse
5552,dog
5553,dog
5554,truck
5555,deer
5556,frog
5557,deer
5558,horse
5559,bird
5560,dog
5561,frog
5562,deer
5563,automobile
5564,frog
5565,cat
5566,automobile
5567,frog
5568,horse
5569,airplane
5570,dog
5571,airplane
5572,automobile
5573,truck
5574,horse
5575,cat
5576,dog
5577,bird
5578,cat
5579,truck
5580,dog
5581,frog
5582,bird
5583,airplane
5584,airplane
5585,airplane
5586,ship
5587,airplane
5588,cat
5589,bird
5590,deer
5591,dog
5592,cat
5593,horse
5594,truck
5595,frog
5596,truck
5597,cat
5598,automobile
5599,bird
5600,frog
5601,horse
5602,deer
5603,dog
5604,automobile
5605,cat
5606,horse
5607,automobile
5608,truck
5609,truck
5610,ship
5611,dog
5612,ship
5613,dog
5614,ship
5615,dog
5616,frog
5617,dog
5618,airplane
5619,ship
5620,frog
5621,ship
5622,automobile
5623,ship
5624,automobile
5625,dog
5626,airplane
5627,truck
5628,automobile
5629,frog
5630,cat
5631,frog
5632,automobile
5633,deer
5634,deer
5635,horse
5636,deer
5637,horse
5638,frog
5639,dog
5640,dog
5641,deer
5642,deer
5643,dog
5644,horse
5645,dog
5646,deer
5647,cat
5648,ship
5649,frog
5650,dog
5651,deer
5652,airplane
5653,dog
5654,deer
5655,cat
5656,cat
5657,automobile
5658,bird
5659,frog
5660,truck
5661,deer
5662,ship
5663,ship
5664,frog
5665,airplane
5666,frog
5667,automobile
5668,horse
5669,airplane
5670,deer
5671,cat
5672,ship
5673,dog
5674,truck
5675,horse
5676,frog
5677,horse
5678,automobile
5679,airplane
5680,bird
5681,cat
5682,cat
5683,frog
5684,horse
5685,automobile
5686,frog
5687,bird
5688,ship
5689,cat
5690,deer
5691,bird
5692,dog
5693,horse
5694,dog
5695,horse
5696,horse
5697,automobile
5698,horse
5699,deer
5700,dog
5701,cat
5702,deer
5703,airplane
5704,deer
5705,bird
5706,horse
5707,airplane
5708,dog
5709,bird
5710,frog
5711,frog
5712,bird
5713,dog
5714,bird
5715,frog
5716,airplane
5717,cat
5718,automobile
5719,dog
5720,truck
5721,airplane
5722,airplane
5723,automobile
5724,dog
5725,dog
5726,automobile
5727,frog
5728,horse
5729,ship
5730,automobile
5731,frog
5732,ship
5733,cat
5734,frog
5735,airplane
5736,truck
5737,truck
5738,bird
5739,bird
5740,frog
5741,automobile
5742,frog
5743,frog
5744,bird
5745,dog
5746,horse
5747,airplane
5748,ship
5749,cat
5750,frog
5751,deer
5752,truck
5753,bird
5754,cat
5755,deer
5756,deer
5757,deer
5758,ship
5759,truck
5760,bird
5761,frog
5762,airplane
5763,truck
5764,horse
5765,truck
5766,ship
5767,horse
5768,horse
5769,cat
5770,ship
5771,bird
5772,truck
5773,cat
5774,dog
5775,horse
5776,dog
5777,ship
5778,horse
5779,cat
5780,horse
5781,automobile
5782,horse
5783,automobile
5784,frog
5785,bird
5786,deer
5787,truck
5788,airplane
5789,bird
5790,truck
5791,ship
5792,frog
5793,ship
5794,airplane
5795,deer
5796,dog
5797,dog
5798,airplane
5799,automobile
5800,bird
5801,truck
5802,frog
5803,automobile
5804,truck
5805,automobile
5806,ship
5807,frog
5808,dog
5809,bird
5810,dog
5811,horse
5812,deer
5813,deer
5814,ship
5815,cat
5816,dog
5817,cat
5818,horse
5819,bird
5820,cat
5821,ship
5822,cat
5823,dog
5824,horse
5825,cat
5826,horse
5827,airplane
5828,dog
5829,deer
5830,cat
5831,frog
5832,truck
5833,cat
5834,dog
5835,cat
5836,ship
5837,bird
5838,automobile
5839,frog
5840,bird
5841,frog
5842,horse
5843,frog
5844,airplane
5845,dog
5846,dog
5847,ship
5848,deer
5849,dog
5850,frog
5851,automobile
5852,cat
5853,dog
5854,deer
5855,horse
5856,dog
5857,airplane
5858,horse
5859,bird
5860,airplane
5861,automobile
5862,bird
5863,deer
5864,automobile
5865,frog
5866,deer
5867,dog
5868,truck
5869,horse
5870,horse
5871,frog
5872,horse
5873,deer
5874,cat
5875,automobile
5876,frog
5877,truck
5878,deer
5879,ship
5880,airplane
5881,dog
5882,truck
5883,frog
5884,deer
5885,deer
5886,deer
5887,automobile
5888,deer
5889,frog
5890,truck
5891,airplane
5892,ship
5893,truck
5894,horse
5895,frog
5896,truck
5897,deer
5898,ship
5899,automobile
5900,airplane
5901,dog
5902,truck
5903,airplane
5904,horse
5905,automobile
5906,deer
5907,dog
5908,dog
5909,automobile
5910,cat
5911,frog
5912,deer
5913,horse
5914,automobile
5915,cat
5916,truck
5917,bird
5918,automobile
5919,deer
5920,ship
5921,horse
5922,horse
5923,automobile
5924,deer
5925,horse
5926,deer
5927,frog
5928,horse
5929,horse
5930,bird
5931,deer
5932,frog
5933,deer
5934,cat
5935,frog
5936,frog
5937,automobile
5938,truck
5939,truck
5940,frog
5941,truck
5942,deer
5943,cat
5944,bird
5945,truck
5946,ship
5947,dog
5948,airplane
5949,frog
5950,truck
5951,airplane
5952,truck
5953,horse
5954,ship
5955,dog
5956,deer
5957,frog
5958,truck
5959,airplane
5960,frog
5961,frog
5962,frog
5963,truck
5964,truck
5965,horse
5966,truck
5967,truck
5968,airplane
5969,dog
5970,automobile
5971,automobile
5972,automobile
5973,frog
5974,truck
5975,truck
5976,dog
5977,frog
5978,dog
5979,dog
5980,truck
5981,horse
5982,truck
5983,deer
5984,dog
5985,deer
5986,cat
5987,bird
5988,truck
5989,ship
5990,ship
5991,horse
5992,horse
5993,ship
5994,frog
5995,airplane
5996,bird
5997,airplane
5998,horse
5999,bird
6000,truck
6001,truck
6002,bird
6003,automobile
6004,horse
6005,deer
6006,airplane
6007,frog
6008,bird
6009,cat
6010,automobile
6011,horse
6012,deer
6013,frog
6014,deer
6015,airplane
6016,frog
6017,truck
6018,dog
6019,frog
6020,frog
6021,cat
6022,airplane
6023,dog
6024,bird
6025,frog
6026,cat
6027,cat
6028,automobile
6029,airplane
6030,ship
6031,dog
6032,deer
6033,bird
6034,truck
6035,dog
6036,airplane
6037,dog
6038,deer
6039,ship
6040,dog
6041,automobile
6042,frog
6043,dog
6044,horse
6045,ship
6046,bird
6047,airplane
6048,automobile
6049,ship
6050,bird
6051,deer
6052,ship
6053,frog
6054,cat
6055,airplane
6056,deer
6057,airplane
6058,automobile
6059,truck
6060,airplane
6061,airplane
6062,cat
6063,frog
6064,dog
6065,dog
6066,bird
6067,ship
6068,cat
6069,airplane
6070,truck
6071,horse
6072,dog
6073,bird
6074,deer
6075,cat
6076,horse
6077,airplane
6078,bird
6079,cat
6080,automobile
6081,airplane
6082,ship
6083,truck
6084,automobile
6085,bird
6086,automobile
6087,deer
6088,frog
6089,horse
6090,automobile
6091,airplane
6092,dog
6093,frog
6094,dog
6095,truck
6096,bird
6097,dog
6098,frog
6099,horse
6100,automobile
6101,truck
6102,truck
6103,frog
6104,automobile
6105,airplane
6106,bird
6107,truck
6108,deer
6109,bird
6110,truck
6111,bird
6112,ship
6113,ship
6114,truck
6115,ship
6116,cat
6117,automobile
6118,airplane
6119,automobile
6120,dog
6121,bird
6122,dog
6123,frog
6124,ship
6125,ship
6126,cat
6127,bird
6128,airplane
6129,deer
6130,automobile
6131,cat
6132,horse
6133,airplane
6134,truck
6135,dog
6136,truck
6137,bird
6138,cat
6139,truck
6140,truck
6141,ship
6142,dog
6143,truck
6144,bird
6145,cat
6146,truck
6147,truck
6148,deer
6149,horse
6150,automobile
6151,cat
6152,frog
6153,deer
6154,deer
6155,ship
6156,truck
6157,airplane
6158,horse
6159,automobile
6160,truck
6161,frog
6162,truck
6163,cat
6164,horse
6165,dog
6166,automobile
6167,truck
6168,cat
6169,dog
6170,bird
6171,deer
6172,automobile
6173,automobile
6174,dog
6175,cat
6176,truck
6177,bird
6178,dog
6179,ship
6180,ship
6181,ship
6182,automobile
6183,dog
6184,automobile
6185,dog
6186,truck
6187,airplane
6188,truck
6189,bird
6190,bird
6191,airplane
6192,frog
6193,truck
6194,automobile
6195,automobile
6196,cat
6197,deer
6198,truck
6199,dog
6200,cat
6201,cat
6202,bird
6203,cat
6204,deer
6205,automobile
6206,dog
6207,truck
6208,ship
6209,horse
6210,cat
6211,ship
6212,horse
6213,frog
6214,dog
6215,bird
6216,dog
6217,ship
6218,truck
6219,horse
6220,bird
6221,airplane
6222,airplane
6223,horse
6224,dog
6225,cat
6226,dog
6227,horse
6228,deer
6229,frog
6230,bird
6231,ship
6232,bird
6233,horse
6234,horse
6235,frog
6236,automobile
6237,dog
6238,ship
6239,frog
6240,bird
6241,airplane
6242,deer
6243,deer
6244,ship
6245,frog
6246,deer
6247,airplane
6248,bird
6249,dog
6250,deer
6251,automobile
6252,bird
6253,deer
6254,deer
6255,frog
6256,truck
6257,bird
6258,airplane
6259,dog
6260,bird
6261,airplane
6262,ship
6263,bird
6264,frog
6265,deer
6266,horse
6267,truck
6268,dog
6269,horse
6270,bird
6271,frog
6272,bird
6273,automobile
6274,truck
6275,truck
6276,horse
6277,bird
6278,dog
6279,automobile
6280,truck
6281,automobile
6282,frog
6283,cat
6284,airplane
6285,ship
6286,ship
6287,dog
6288,frog
6289,truck
6290,truck
6291,truck
6292,frog
6293,cat
6294,airplane
6295,ship
6296,ship
6297,dog
6298,cat
6299,cat
6300,automobile
6301,automobile
6302,airplane
6303,horse
6304,airplane
6305,frog
6306,airplane
6307,deer
6308,deer
6309,frog
6310,dog
6311,ship
6312,bird
6313,truck
6314,frog
6315,frog
6316,horse
6317,truck
6318,horse
6319,horse
6320,airplane
6321,ship
6322,deer
6323,bird
6324,horse
6325,horse
6326,horse
6327,deer
6328,airplane
6329,automobile
6330,frog
6331,airplane
6332,dog
6333,cat
6334,airplane
6335,bird
6336,deer
6337,truck
6338,horse
6339,cat
6340,cat
6341,automobile
6342,ship
6343,ship
6344,dog
6345,cat
6346,ship
6347,airplane
6348,ship
6349,airplane
6350,airplane
6351,airplane
6352,bird
6353,airplane
6354,truck
6355,airplane
6356,horse
6357,horse
6358,horse
6359,bird
6360,bird
6361,airplane
6362,deer
6363,airplane
6364,automobile
6365,horse
6366,ship
6367,deer
6368,horse
6369,truck
6370,frog
6371,automobile
6372,automobile
6373,frog
6374,truck
6375,cat
6376,ship
6377,truck
6378,dog
6379,ship
6380,cat
6381,truck
6382,deer
6383,cat
6384,frog
6385,dog
6386,dog
6387,bird
6388,horse
6389,dog
6390,horse
6391,truck
6392,frog
6393,bird
6394,airplane
6395,ship
6396,frog
6397,dog
6398,frog
6399,automobile
6400,airplane
6401,horse
6402,ship
6403,deer
6404,horse
6405,automobile
6406,truck
6407,bird
6408,airplane
6409,truck
6410,automobile
6411,ship
6412,truck
6413,frog
6414,ship
6415,automobile
6416,horse
6417,automobile
6418,airplane
6419,automobile
6420,horse
6421,frog
6422,deer
6423,deer
6424,ship
6425,bird
6426,automobile
6427,bird
6428,frog
6429,ship
6430,automobile
6431,automobile
6432,ship
6433,ship
6434,ship
6435,truck
6436,airplane
6437,airplane
6438,deer
6439,deer
6440,cat
6441,dog
6442,frog
6443,frog
6444,cat
6445,automobile
6446,bird
6447,deer
6448,horse
6449,ship
6450,airplane
6451,automobile
6452,frog
6453,ship
6454,deer
6455,frog
6456,bird
6457,bird
6458,bird
6459,frog
6460,cat
6461,deer
6462,airplane
6463,ship
6464,automobile
6465,cat
6466,automobile
6467,cat
6468,ship
6469,truck
6470,automobile
6471,frog
6472,automobile
6473,truck
6474,ship
6475,bird
6476,airplane
6477,deer
6478,horse
6479,deer
6480,airplane
6481,airplane
6482,horse
6483,frog
6484,ship
6485,truck
6486,ship
6487,frog
6488,bird
6489,ship
6490,automobile
6491,dog
6492,automobile
6493,automobile
6494,airplane
6495,horse
6496,horse
6497,bird
6498,frog
6499,horse
6500,horse
6501,bird
6502,frog
6503,frog
6504,horse
6505,deer
6506,dog
6507,bird
6508,airplane
6509,truck
6510,horse
6511,horse
6512,bird
6513,dog
6514,bird
6515,bird
6516,bird
6517,horse
6518,frog
6519,bird
6520,frog
6521,deer
6522,automobile
6523,frog
6524,ship
6525,cat
6526,ship
6527,dog
6528,dog
6529,bird
6530,cat
6531,deer
6532,dog
6533,automobile
6534,horse
6535,horse
6536,automobile
6537,dog
6538,cat
6539,horse
6540,ship
6541,ship
6542,truck
6543,frog
6544,ship
6545,ship
6546,bird
6547,frog
6548,airplane
6549,ship
6550,automobile
6551,deer
6552,automobile
6553,cat
6554,dog
6555,automobile
6556,ship
6557,truck
6558,frog
6559,deer
6560,frog
6561,truck
6562,dog
6563,frog
6564,dog
6565,truck
6566,automobile
6567,deer
6568,bird
6569,truck
6570,truck
6571,dog
6572,deer
6573,horse
6574,airplane
6575,cat
6576,horse
6577,automobile
6578,frog
6579,truck
6580,airplane
6581,truck
6582,deer
6583,airplane
6584,dog
6585,automobile
6586,frog
6587,cat
6588,ship
6589,bird
6590,horse
6591,dog
6592,dog
6593,bird
6594,truck
6595,bird
6596,bird
6597,automobile
6598,frog
6599,frog
6600,horse
6601,airplane
6602,ship
6603,truck
6604,bird
6605,frog
6606,deer
6607,horse
6608,dog
6609,dog
6610,ship
6611,ship
6612,horse
6613,ship
6614,dog
6615,horse
6616,deer
6617,deer
6618,airplane
6619,airplane
6620,horse
6621,airplane
6622,deer
6623,airplane
6624,frog
6625,deer
6626,bird
6627,cat
6628,deer
6629,airplane
6630,horse
6631,horse
6632,horse
6633,airplane
6634,deer
6635,frog
6636,bird
6637,truck
6638,automobile
6639,automobile
6640,cat
6641,airplane
6642,truck
6643,automobile
6644,airplane
6645,frog
6646,dog
6647,horse
6648,airplane
6649,truck
6650,airplane
6651,frog
6652,bird
6653,bird
6654,frog
6655,automobile
6656,horse
6657,horse
6658,frog
6659,automobile
6660,airplane
6661,deer
6662,frog
6663,airplane
6664,deer
6665,deer
6666,bird
6667,horse
6668,frog
6669,deer
6670,automobile
6671,dog
6672,truck
6673,frog
6674,dog
6675,bird
6676,airplane
6677,frog
6678,horse
6679,deer
6680,dog
6681,truck
6682,deer
6683,dog
6684,ship
6685,automobile
6686,truck
6687,cat
6688,automobile
6689,ship
6690,dog
6691,ship
6692,frog
6693,frog
6694,cat
6695,deer
6696,airplane
6697,frog
6698,cat
6699,bird
6700,frog
6701,automobile
6702,ship
6703,bird
6704,automobile
6705,cat
6706,frog
6707,bird
6708,bird
6709,cat
6710,cat
6711,dog
6712,airplane
6713,bird
6714,automobile
6715,bird
6716,ship
6717,airplane
6718,ship
6719,bird
6720,bird
6721,horse
6722,cat
6723,horse
6724,truck
6725,ship
6726,bird
6727,frog
6728,automobile
6729,automobile
6730,automobile
6731,frog
6732,horse
6733,dog
6734,ship
6735,truck
6736,deer
6737,ship
6738,airplane
6739,airplane
6740,bird
6741,truck
6742,automobile
6743,ship
6744,cat
6745,horse
6746,dog
6747,ship
6748,bird
6749,truck
6750,cat
6751,ship
6752,truck
6753,ship
6754,ship
6755,truck
6756,dog
6757,deer
6758,ship
6759,truck
6760,dog
6761,dog
6762,horse
6763,bird
6764,dog
6765,ship
6766,ship
6767,automobile
6768,bird
6769,cat
6770,automobile
6771,dog
6772,truck
6773,bird
6774,automobile
6775,airplane
6776,ship
6777,bird
6778,bird
6779,ship
6780,horse
6781,frog
6782,dog
6783,frog
6784,truck
6785,frog
6786,bird
6787,dog
6788,automobile
6789,automobile
6790,cat
6791,horse
6792,truck
6793,cat
6794,ship
6795,truck
6796,frog
6797,airplane
6798,ship
6799,truck
6800,frog
6801,frog
6802,deer
6803,frog
6804,truck
6805,automobile
6806,automobile
6807,horse
6808,airplane
6809,frog
6810,ship
6811,truck
6812,truck
6813,frog
6814,truck
6815,airplane
6816,automobile
6817,automobile
6818,horse
6819,bird
6820,automobile
6821,airplane
6822,deer
6823,dog
6824,airplane
6825,cat
6826,frog
6827,cat
6828,cat
6829,ship
6830,automobile
6831,ship
6832,automobile
6833,frog
6834,automobile
6835,dog
6836,deer
6837,dog
6838,automobile
6839,ship
6840,truck
6841,automobile
6842,frog
6843,automobile
6844,horse
6845,frog
6846,truck
6847,ship
6848,truck
6849,deer
6850,frog
6851,ship
6852,truck
6853,horse
6854,airplane
6855,deer
6856,frog
6857,bird
6858,automobile
6859,automobile
6860,airplane
6861,automobile
6862,dog
6863,frog
6864,airplane
6865,cat
6866,horse
6867,frog
6868,truck
6869,cat
6870,horse
6871,truck
6872,airplane
6873,cat
6874,frog
6875,dog
6876,truck
6877,airplane
6878,dog
6879,automobile
6880,bird
6881,bird
6882,truck
6883,horse
6884,airplane
6885,airplane
6886,automobile
6887,cat
6888,deer
6889,dog
6890,dog
6891,truck
6892,frog
6893,cat
6894,frog
6895,airplane
6896,frog
6897,truck
6898,cat
6899,truck
6900,cat
6901,truck
6902,deer
6903,truck
6904,dog
6905,bird
6906,automobile
6907,frog
6908,frog
6909,deer
6910,horse
6911,frog
6912,truck
6913,frog
6914,ship
6915,automobile
6916,deer
6917,frog
6918,deer
6919,deer
6920,dog
6921,frog
6922,frog
6923,airplane
6924,dog
6925,bird
6926,horse
